Card Name,Original Yu-Gi-Oh! Page,Matched TCG Snapshot,Passcode,Status,Attribute,Type,Level,Rank,Link Rating,Link Arrows,Pendulum Scale,ATK,DEF,Spell/Trap Property,Summoning Condition,Pendulum Effect / Condition,Lore / Effect / Description,Supports,Anti-Supports,Card Actions,Effect Types
Tyrant Wing,24,Yes,,,TRAP,,,,,,,,,,,,"Target 1 Dragon monster on the field; equip this card to it. It gains 400 ATK/DEF, also it can make up to 2 attacks on monsters during each Battle Phase. Once per turn, during the End Phase, if the monster equipped with this card by this effect attacked an opponent's monster this turn: Destroy this card.",Dragon,,Equips self from field,Effect/Continuous-like/Trigger-like
Umi,24,Yes,,,SPELL,,,,,,,,,Field,,,"All Fish, Sea Serpent, Thunder, and Aqua monsters on the field gain 200 ATK/DEF, also all Machine and Pyro monsters on the field lose 200 ATK/DEF.",Fish/Sea Serpent/Thunder/Aqua,Machine/Pyro,,Continuous-like
Underworld Circle,24,No,,,,,,,,,,,,,,,,,,,
Vampire Lord,25,Yes,,,DARK,[Zombie/Effect],5,,,,,2000,1500,,,,"If this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY. Once per turn, during your next Standby Phase after this card in your possession was destroyed and sent to your GY by an opponent's card effect: Special Summon this card from the GY.",,,Activates when it inflicts battle damage/Declares a card type/Sends from your opponent's Deck to your opponent's Graveyard/Activates if destroyed by card effect/Activates from your Graveyard,Trigger
Versago the Destroyer,25,Yes,,,DARK,[Fiend/Effect],3,,,,,1100,900,,,,"This card can be used as a substitute for any 1 Fusion Material mentioned by name on the Fusion Monster Card, but the other material(s) must be correct.",Fusion Monster,,,Unclassified
Virus Cannon,25,Yes,,,TRAP,,,,,,,,,,,,"Tribute any number of monsters, except Tokens; your opponent sends an equal number of Spells from their Deck to the GY (or all their Spells, if lower than the number of Tributes).",,Spell Card,Tributes for cost/Sends from your opponent's Deck to your opponent's Graveyard,Cost/Effect
Vorse Raider,25,Yes,,,DARK,[Beast-Warrior/Normal],4,,,,,1900,1200,,,,"This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.",,,,
Vow of Tribe,25,No,,,,,,,,,,,,,,,,,,,
Waboku,25,Yes,,,TRAP,,,,,,,,,,,,You take no battle damage this turn. Your monsters cannot be destroyed by battle this turn.,,,,Effect
Warrior Dai Grepher,25,Yes,,,EARTH,[Warrior/Normal],4,,,,,1700,1600,,,,The warrior who can manipulate dragons. Nobody knows his mysterious past.,,,,
Water Omotics,25,Yes,,,WATER,[Aqua/Normal],4,,,,,1400,1200,,,,Transforms the water overflowing from a jar into attacking dragons.,,,,
White Dragon Ritual,25,Yes,,,SPELL,,,,,,,,,Ritual,,,"This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more.",,,Tributes as an effect,Effect
"Winged Dragon, Guardian of the Fortress #1",25,Yes,,,WIND,[Dragon/Normal],4,,,,,1400,1200,,,,A dragon commonly found guarding mountain fortresses. Its signature attack is a sweeping dive from out of the blue.,,,,
Wish of Final Effort,25,No,,,,,,,,,,,,,,,,,,,
Witch of the Black Forest,25,Yes,,,DARK,[Spellcaster/Effect],4,,,,,1100,1200,,,,"If this card is sent from the field to the GY: Add 1 monster with 1500 or less DEF from your Deck to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only use this effect of ""Witch of the Black Forest"" once per turn.",,,Adds from Deck to hand/Activates from your Graveyard,Trigger/Condition
Worm Drake,25,Yes,,,EARTH,[Reptile/Normal],4,,,,,1400,1500,,,,"Once this monster wraps itself around a victim, there is no escape.",,,,
X-Head Cannon,25,Yes,,,LIGHT,[Machine/Normal],4,,,,,1800,1500,,,,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters.",,,,
XY-Dragon Cannon,25,Yes,,,LIGHT,[Machine/Fusion?Effect],6,,,,,2200,1900,,"X-Head Cannon + ""Y-Dragon Head""",,"Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. Cannot be Special Summoned from the GY. You can discard 1 card, then target 1 face-up Spell/Trap your opponent controls; destroy that target.",,,Discards for cost,Summon/Ignition
XYZ-Dragon Cannon,25,Yes,,,LIGHT,[Machine/Fusion?Effect],8,,,,,2800,2600,,"X-Head Cannon + ""Y-Dragon Head"" + ""Z-Metal Tank""",,"Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. Cannot be Special Summoned from the GY. You can discard 1 card, then target 1 card your opponent controls; destroy that target.",,,Discards for cost,Summon/Ignition
Y-Dragon Head,25,Yes,,,LIGHT,[Machine/Union?Effect],4,,,,,1500,1600,,,,"Once per turn, you can either: Target 1 ""X-Head Cannon"" you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card gains 400 ATK/DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",X-Head Cannon,,Equips self from field,Ignition/Ignition-like/Continuous-like
Yaranzo,25,Yes,,,DARK,[Zombie/Normal],4,,,,,1300,1500,,,,A treasure box containing a monster that attacks any unwary bandit.,,,,
Z-Metal Tank,25,Yes,,,LIGHT,[Machine/Union?Effect],4,,,,,1500,1300,,,,"Once per turn, you can either: Target 1 ""X-Head Cannon"" or ""Y-Dragon Head"" you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card gains 600 ATK/DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",X-Head Cannon/Y-Dragon Head,,Equips self from field,Ignition/Ignition-like/Continuous-like
Zanki,25,No,,,,,,,,,,,,,,,,,,,
Zera Ritual,25,Yes,,,SPELL,,,,,,,,,Ritual,,,"This card is used to Ritual Summon ""Zera the Mant"". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.",,,Tributes as an effect,Effect
Zera the Mant,25,Yes,,,DARK,[Fiend/Ritual],8,,,,,2800,2300,,,,"You can Ritual Summon this card with ""Zera Ritual"".",,,,
Zero Gravity,25,Yes,,,TRAP,,,,,,,,,,,,Change the battle positions of all face-up monsters on the field.,,,Changes battle positions,Effect
Zoa,25,Yes,,,DARK,[Fiend/Normal],7,,,,,2600,1900,,,,"A monster whose full potential can be achieved when outfitted with ""Metalmorph"".",,,,
Zombie Warrior,26,Yes,,,DARK,[Zombie/Fusion],3,,,,,1200,900,,,,"Skull Servant + ""Battle Warrior""",,,,
